Datetime,RUN_EXCEPTION,RUN_TIMEOUT,RUN_DONE,RUN_SYS_ERROR,RUN_USER_EXCEPTION_NO_RETRY,RUN_USER_EXCEPTION_RESTART_PROCESS,RUN_USER_EXCEPTION_STOP_PROCESS,RUN_USER_EXCEPTION_SLEEP_ONLY
2026-08-11T01:37:05.347272,0,0,0,0,0,0,0,0
2026-08-11T01:37:21.876492,0,0,0,0,0,0,0,0
