Utc Time,Cpu Percent,Memory Total (MB),Memory Available (MB),Memory Used (MB),Memory Used Percent,Disk Io Read Count,Disk Io Write Count,Disk Io Read (MB),Disk Io Write (MB),Network Sent (MB),Network Recv (MB),# of TCP Connections,# of UDP Connections
2026-08-11T01:37:05.403883,0.0,15995.85,14027.49,1596.31,12.3,11386,54155,564.00,11096.00,10.93,2968.36,111,10
