2026-08-11 02:33:41,917|INFO|26|22982243653440|Current system process id: 26.
2026-08-11 02:33:41,921|INFO|26|22982243653440|node_release_wait_seconds: 60
2026-08-11 02:33:41,926|INFO|26|22982243653440|node_release_wait_seconds: 60
2026-08-11 02:33:41,926|INFO|26|22982243653440|Start the flush thread
2026-08-11 02:33:41,926|INFO|26|22981836006976|Flush loop starts.
2026-08-11 02:33:41,936|INFO|26|22982243653440|node_release_wait_seconds: 60
2026-08-11 02:35:26,971|INFO|26|22981836006976|Flush loop got stop signal.
2026-08-11 02:35:31,977|INFO|26|22981836006976|Flush loop ends.
