Utc Time,Cpu Percent,Memory Total (MB),Memory Available (MB),Memory Used (MB),Memory Used Percent,Disk Io Read Count,Disk Io Write Count,Disk Io Read (MB),Disk Io Write (MB),Network Sent (MB),Network Recv (MB),# of TCP Connections,# of UDP Connections
2026-08-11T02:57:15.821468,0.0,15995.85,13845.38,1778.45,13.4,11250,51436,562.38,10983.02,10.74,2962.27,116,9
