Utc Time,Cpu Percent,Memory Total (MB),Memory Available (MB),Memory Used (MB),Memory Used Percent,Disk Io Read Count,Disk Io Write Count,Disk Io Read (MB),Disk Io Write (MB),Network Sent (MB),Network Recv (MB),# of TCP Connections,# of UDP Connections
2026-08-11T03:13:22.688492,0.0,15995.85,13985.73,1638.01,12.6,11452,64292,566.38,12194.14,58.00,3246.80,122,9
